,name,hospital,distance
726,726,武汉市汉阳医院,0.96
727,727,武汉市新洲区人民医院,3.98
728,728,华中科技大学同济医院附属梨园医院,2.6
729,729,武汉科技大学附属天佑医院,0.85
730,730,华中科技大学同济医学院附属同济医院（光谷院区）,10.56
731,731,武汉市汉口医院,1.66
732,732,武汉科技大学附属天佑医院,7.48
733,733,武汉龙阳医院,2.97
734,734,武汉市第九医院,1.87
735,735,武汉太康医院,4.9
736,736,中部战区总医院（汉口院区）,2.83
737,737,湖北省荣军医院,2.1
738,738,武汉市金银潭医院,2.41
739,739,武汉市武昌医院,1.43
740,740,武汉市肺科医院,6.62
741,741,华润武钢总医院,2.67
742,742,湖北省第三人民医院,6.37
743,743,武汉龙阳医院,3.11
744,744,武汉市中医医院,0.54
745,745,解放军中部战区总医院,1.27
746,746,武汉市中医医院（汉阳院区）,2.44
747,747,武汉市江夏区第一人民医院,8.39
748,748,武汉市汉口医院,3.69
749,749,武汉科技大学附属天佑医院,2.67
750,750,武汉市第一医院,0.71
751,751,武汉市肺科医院,5.72
752,752,武汉市武东医院,2.32
753,753,武汉市中心医院(后湖院区),0.61
754,754,长江航运总医院,0.41
755,755,武汉大学人民医院,1.65
756,756,武汉市汉阳医院,0.74
757,757,湖北六七二中西医结合骨科医院,0.12
758,758,华中科技大学同济医学院附属同济医院,0.81
759,759,武警湖北省总队医院,1.46
760,760,武汉龙阳医院,7.08
761,761,湖北六七二中西医结合骨科医院,1.34
762,762,华中科技大学同济医院附属梨园医院,2.56
763,763,武汉市中心医院(后湖院区),1.3
764,764,武汉太康医院,3.4
765,765,武汉市第三医院,0.18
766,766,武汉市第九医院,2.19
767,767,武汉市第七医院,0.56
768,768,武汉大学人民医院,2.85
769,769,湖北省中医院（光谷院区）,2.41
770,770,湖北省中西医结合医院,1.31
771,771,武汉市中心医院(后湖院区),2.06
772,772,武汉市金银潭医院,10.68
773,773,武汉大学人民医院（东院）,1.78
774,774,武汉大学人民医院,0.92
775,775,武汉科技大学附属天佑医院,0.78
776,776,华中科技大学同济医院附属梨园医院,2.54
777,777,武汉龙阳医院,2.44
778,778,武汉市中心医院(后湖院区),2.59
779,779,华中科技大学同济医学院附属同济医院（光谷院区）,3.93
780,780,武汉市第四医院,0.68
781,781,武汉市紫荆医院,1.45
782,782,武汉市汉口医院,3.24
783,783,武汉市中心医院(后湖院区),0.34
784,784,武汉市第五医院,1.41
785,785,武汉大学人民医院,2.9
786,786,武汉市普仁医院,1.46
787,787,武汉市汉阳医院,1.89
788,788,湖北省中医院（光谷院区）,2.44
789,789,武汉大学人民医院,2.66
790,790,华中科技大学同济医院附属梨园医院,1.14
791,791,华中科技大学同济医院附属梨园医院,2.91
792,792,武汉市第六医院,1.41
793,793,武汉亚心总医院,1.52
794,794,武汉太康医院,7.46
795,795,湖北省荣军医院,1.44
796,796,武汉龙阳医院,2.13
797,797,湖北省第三人民医院,4.33
798,798,武汉市中心医院(后湖院区),3.13
799,799,湖北省第三人民医院,3.13
800,800,武汉市第三医院光谷院区,0.71
801,801,武汉市中南医院,2.14
802,802,武汉市汉阳医院,2.04
803,803,华中科技大学同济医学院附属协和医院,1.09
804,804,华中科技大学同济医院附属梨园医院,2.86
805,805,湖北省第三人民医院,1.55
806,806,武汉市黄陂区中医医院,8.27
807,807,武汉市肺科医院,1.02
808,808,武汉市中心医院,0.46
809,809,武汉科技大学附属天佑医院,2.7
810,810,武汉市汉口医院,4.28
811,811,武汉市汉口医院,1.38
812,812,中部战区总医院（汉口院区）,1.42
813,813,武汉大学人民医院,0.88
814,814,武汉大学人民医院（东院）,1.72
815,815,武汉科技大学附属天佑医院,2.32
816,816,武汉市第三医院光谷院区,1.36
817,817,武汉市紫荆医院,0.79
818,818,武汉科技大学附属天佑医院,4.37
819,819,武汉市第四医院,0.66
820,820,武汉市肺科医院,5.09
821,821,武汉龙阳医院,2.35
822,822,武汉市中心医院(后湖院区),1.31
823,823,武汉市中心医院(后湖院区),2.45
824,824,湖北省荣军医院,5.76
825,825,武汉市肺科医院,0.78
826,826,华中科技大学同济医院附属梨园医院,3.5
827,827,武汉市肺科医院,6.35
828,828,武汉市第九医院,0.74
829,829,武汉市第一医院,0.8
830,830,湖北省中医院,1.98
831,831,武汉龙阳医院,2.6
832,832,武汉龙阳医院,3.1
833,833,武汉市普仁医院,1.46
834,834,武汉市肺科医院,6.78
835,835,武汉市肺科医院,0.73
836,836,武汉市黄陂区中医医院,13.64
837,837,武汉市第三医院光谷院区,5.84
838,838,武汉市红十字会医院,2.89
839,839,武汉科技大学附属天佑医院,10.82
840,840,武汉市汉口医院,0.57
841,841,武汉市汉口医院,4.88
842,842,武汉大学人民医院,7.08
843,843,武汉市汉口医院,2.61
844,844,武汉市肺科医院,6.11
845,845,湖北省中医院（光谷院区）,2.44
846,846,湖北省中医院（光谷院区）,2.99
847,847,武汉龙阳医院,3.07
848,848,华中科技大学同济医院附属梨园医院,1.28
849,849,武汉市中医医院,0.92
850,850,武汉市第九医院,2.19
851,851,武汉市红十字会医院,3.05
852,852,湖北省第三人民医院,4.33
853,853,武汉市汉口医院,5.5
854,854,湖北省荣军医院,3.35
855,855,武汉市肺科医院,4.29
856,856,武汉市汉阳医院,2.61
857,857,武汉市红十字会医院,4.25
858,858,湖北省中西医结合医院,1.77
859,859,武汉市黄陂区中医医院,1.12
860,860,武汉市汉口医院,2.45
861,861,武汉市紫荆医院,1.73
862,862,武汉市第三医院光谷院区,1.26
863,863,武汉市紫荆医院,0.79
864,864,武汉市汉阳医院,3.11
865,865,湖北省荣军医院,0.25
866,866,武汉龙阳医院,1.61
867,867,武汉市肺科医院,6.49
868,868,武汉市中心医院(后湖院区),3.64
869,869,武汉亚洲心脏病医院,0.62
870,870,武汉市第四医院,1.22
871,871,武汉龙阳医院,3.68
872,872,武汉市新洲区中医医院,10.66
873,873,武汉市中南医院,2.44
874,874,湖北省第三人民医院,0.88
875,875,武汉科技大学附属天佑医院,4.56
876,876,武汉市第九医院,1.49
877,877,武汉市金银潭医院,8.75
878,878,武汉市汉口医院,2.88
879,879,武汉市第三医院,0.77
880,880,武汉市紫荆医院,2.22
881,881,武汉市中心医院,0.88
882,882,武汉市第八医院,0.53
883,883,武汉市肺科医院,6.62
884,884,华中科技大学同济医学院附属同济医院,0.81
885,885,武汉市中医医院,1.0
886,886,武汉市黄陂区人民医院,50.16
887,887,湖北省中医院（光谷院区）,1.34
888,888,武汉市黄陂区中医医院,1.12
889,889,武汉市第五医院,1.41
890,890,中部战区总医院（汉口院区）,1.42
891,891,湖北省第三人民医院,4.33
892,892,武汉市石化医院,2.77
893,893,武汉市汉口医院,1.34
894,894,武汉市中心医院(后湖院区),4.1
895,895,武汉市第三医院,0.5
896,896,武汉市中心医院(后湖院区),3.13
897,897,华中科技大学同济医院附属梨园医院,1.28
898,898,华中科技大学同济医学院附属协和医院,0.88
899,899,武钢第二职工医院,33.87
900,900,武汉市汉口医院,3.76
901,901,湖北省第三人民医院,6.57
902,902,武汉市紫荆医院,0.82
903,903,武汉市肺科医院,6.77
904,904,华润武钢总医院,1.92
905,905,武汉科技大学附属天佑医院,1.98
906,906,武汉市第九医院,0.95
907,907,武汉市第五医院,3.85
908,908,华中科技大学同济医学院附属同济医院,0.81
909,909,武汉市第三医院光谷院区,1.44
910,910,武汉市中心医院(后湖院区),0.62
911,911,武汉市汉口医院,4.56
912,912,湖北省第三人民医院,0.83
913,913,武汉市第九医院,2.46
914,914,武汉科技大学附属天佑医院,1.33
915,915,湖北省第三人民医院,0.46
916,916,武汉市中医医院（汉阳院区）,0.98
917,917,武汉市汉阳医院,1.3
918,918,武汉市汉阳医院,1.0
919,919,武汉市第六医院,0.47
920,920,武汉市中心医院(后湖院区),1.72
921,921,武汉市第九医院,0.52
922,922,武汉市第五医院,1.64
923,923,武汉市肺科医院,2.69
924,924,华润武钢总医院,0.39
925,925,武汉市第九医院,3.05
926,926,湖北省中医院（光谷院区）,3.16
927,927,武汉市第九医院,2.13
928,928,武汉市汉口医院,3.09
929,929,武汉市中医医院（汉阳院区）,1.02
930,930,武汉市汉口医院,0.95
931,931,武汉市第九医院,1.96
932,932,武汉市武昌医院,0.9
933,933,武汉大学人民医院（东院）,1.78
934,934,武汉市第八医院,0.81
935,935,湖北省妇幼保健院,1.45
936,936,武汉大学人民医院,1.65
937,937,华润武钢总医院,1.12
938,938,武汉市中心医院(后湖院区),1.83
939,939,武汉市第九医院,0.96
940,940,武汉市中心医院(后湖院区),5.71
941,941,武汉市汉阳医院,1.34
942,942,武汉市第六医院,0.43
943,943,武汉市中医医院,1.14
944,944,湖北省中医院（光谷院区）,0.29
945,945,武汉市第三医院,0.93
946,946,武汉市中医医院,1.0
947,947,武汉市紫荆医院,1.9
948,948,武汉市第八医院,0.67
949,949,武汉市汉口医院,2.25
950,950,武汉龙阳医院,2.96
951,951,武汉龙阳医院,2.76
952,952,华中科技大学同济医院附属梨园医院,2.02
953,953,武汉市金银潭医院,9.59
954,954,武汉市中医医院,0.96
955,955,武汉市汉口医院,1.22
956,956,武汉市中医医院,1.09
957,957,华中科技大学同济医学院附属同济医院（光谷院区）,15.49
958,958,武汉市武昌医院,2.09
959,959,中部战区总医院（汉口院区）,2.31
960,960,武汉市第三医院光谷院区,1.05
961,961,武汉科技大学附属天佑医院,3.76
962,962,武汉太康医院,6.54
963,963,武汉龙阳医院,1.69
964,964,长江航运总医院,2.12
965,965,湖北省第三人民医院,0.61
966,966,武汉市汉口医院,4.74
967,967,武汉市武昌医院,2.04
968,968,武汉市第九医院,0.52
969,969,武汉市黄陂区人民医院,14.33
970,970,湖北省妇幼保健院,0.31
971,971,湖北省中医院,1.39
972,972,湖北省第三人民医院,2.29
973,973,武汉市中心医院(后湖院区),4.07
974,974,武汉市中医医院,1.19
975,975,武钢第二职工医院,1.26
976,976,武汉市蔡甸区人民医院,10.07
977,977,武汉市中医医院（汉阳院区）,2.77
978,978,武汉市紫荆医院,2.38
979,979,武汉市肺科医院,4.73
980,980,武汉市第三医院光谷院区,4.39
981,981,湖北省第三人民医院,4.09
982,982,武汉市紫荆医院,2.38
983,983,武汉龙阳医院,0.86
984,984,武汉龙阳医院,5.81
985,985,武汉市第八医院,0.55
986,986,武汉市第四医院,0.71
987,987,华中科技大学同济医学院附属同济医院（光谷院区）,9.52
988,988,武汉市汉阳医院,2.38
989,989,武汉市武东医院,1.34
990,990,武汉市第五医院,1.94
991,991,武汉大学人民医院,8.17
992,992,武汉市紫荆医院,1.45
993,993,武汉市中心医院(后湖院区),1.19
994,994,武汉市红十字会医院,3.31
995,995,武汉市第五医院,2.5
996,996,武汉市第九医院,1.29
997,997,武汉市第五医院,2.94
998,998,武汉市红十字会医院,1.42
999,999,武汉市肺科医院,6.46
1000,1000,华润武钢总医院,2.19
1001,1001,武汉科技大学附属天佑医院,4.06
1002,1002,武汉市汉阳医院,1.47
1003,1003,武汉市紫荆医院,2.22
1004,1004,武汉市中心医院(后湖院区),2.73
1005,1005,武汉市第五医院,2.9
1006,1006,武汉市汉阳医院,0.82
1007,1007,武汉市中南医院,1.14
1008,1008,武汉市汉口医院,3.62
1009,1009,华中科技大学同济医学院附属同济医院（光谷院区）,12.17
1010,1010,武汉市第五医院,1.81
1011,1011,武汉亚洲心脏病医院,0.7
1012,1012,武汉大学人民医院,2.33
1013,1013,武汉市中医医院,0.2
1014,1014,武汉市中医医院,1.14
1015,1015,武汉市中医医院（汉阳院区）,1.02
1016,1016,武汉市武昌医院,1.99
1017,1017,武汉市汉口医院,2.57
1018,1018,武汉市汉阳医院,2.07
1019,1019,湖北省荣军医院,2.16
1020,1020,武汉大学人民医院,3.79
1021,1021,武汉大学人民医院,3.45
1022,1022,武汉市普仁医院,0.33
1023,1023,武汉市黄陂区中医医院,14.05
1024,1024,武汉市汉口医院,3.09
1025,1025,华中科技大学同济医学院附属同济医院,0.87
1026,1026,武汉市肺科医院,6.68
1027,1027,武汉市江夏区第一人民医院,1.55
1028,1028,武汉市普仁医院,1.46
1029,1029,湖北省妇幼保健院,0.57
1030,1030,武汉市第三医院光谷院区,3.45
1031,1031,解放军中部战区总医院,0.61
1032,1032,武汉市汉阳医院,1.47
1033,1033,武汉市中南医院,1.63
1034,1034,华中科技大学同济医院附属梨园医院,2.12
1035,1035,武汉市武昌医院,2.31
1036,1036,湖北省妇幼保健院,0.8
1037,1037,华润武钢总医院,1.92
1038,1038,武汉市第三医院光谷院区,4.14
1039,1039,武汉市第一医院,0.86
1040,1040,华中科技大学同济医学院附属同济医院,1.3
1041,1041,武汉市汉阳医院,1.28
1042,1042,武汉亚心总医院,1.52
1043,1043,武汉市中心医院(后湖院区),2.06
1044,1044,华中科技大学同济医院附属梨园医院,0.98
1045,1045,武汉市中心医院(后湖院区),3.64
1046,1046,武汉市汉口医院,3.69
1047,1047,武汉市第五医院,1.43
1048,1048,武汉亚洲心脏病医院,0.63
1049,1049,武汉市石化医院,3.09
1050,1050,武汉市武昌医院,2.95
1051,1051,华中科技大学同济医学院附属同济医院,0.81
1052,1052,武汉市第一医院,1.1
1053,1053,武汉龙阳医院,1.21
1054,1054,武汉市中心医院,1.25
1055,1055,华润武钢总医院,1.43
1056,1056,武汉市第一医院,0.75
1057,1057,武汉市第五医院,3.98
1058,1058,武汉市汉阳医院,1.76
1059,1059,武汉市肺科医院,7.05
1060,1060,武汉大学人民医院,4.03
1061,1061,湖北省第三人民医院,0.92
1062,1062,武汉市汉阳医院,1.89
1063,1063,武汉市中医医院,1.14
1064,1064,湖北省中医院,0.21
1065,1065,武汉市武昌医院,3.3
1066,1066,武汉市金银潭医院,9.75
1067,1067,武汉市汉阳医院,4.05
1068,1068,武汉市武昌医院,0.67
1069,1069,武汉大学人民医院,0.74
1070,1070,武汉市中医医院,0.56
1071,1071,武汉大学人民医院,1.07
1072,1072,武汉市第七医院,1.45
1073,1073,武汉市第三医院,1.33
1074,1074,武汉市第一医院,0.91
1075,1075,武汉市第九医院,0.52
1076,1076,湖北省第三人民医院,1.94
1077,1077,华润武钢总医院,1.16
1078,1078,武汉市中心医院(后湖院区),4.07
1079,1079,华中科技大学同济医学院附属同济医院（光谷院区）,16.07
1080,1080,武汉太康医院,4.33
1081,1081,湖北省中医院,1.1
1082,1082,武汉市第五医院,2.69
1083,1083,武汉市汉口医院,4.52
1084,1084,武汉太康医院,2.93
1085,1085,武汉大学人民医院,8.16
1086,1086,武汉市第三医院光谷院区,1.32
1087,1087,武汉市第七医院,1.13
1088,1088,武汉市第六医院,0.78
1089,1089,武汉市第九医院,3.05
1090,1090,华润武钢总医院,2.29
1091,1091,武汉市中心医院(后湖院区),6.05
1092,1092,武汉市第七医院,1.18
1093,1093,武汉市汉南区人民医院,2.63
1094,1094,武汉亚洲心脏病医院,0.62
1095,1095,武汉太康医院,3.18
1096,1096,武汉市汉口医院,3.23
1097,1097,武汉市普仁医院,20.31
1098,1098,华中科技大学同济医院附属梨园医院,1.09
1099,1099,武汉太康医院,7.2
1100,1100,湖北省中医院（光谷院区）,2.41
1101,1101,武汉市第九医院,0.58
1102,1102,武汉市中心医院(后湖院区),2.78
1103,1103,武汉市红十字会医院,0.39
1104,1104,武汉市第五医院,1.16
1105,1105,武汉市第六医院,1.41
1106,1106,武汉亚洲心脏病医院,0.54
1107,1107,武汉市黄陂区人民医院,50.16
1108,1108,武汉大学人民医院,2.9
1109,1109,武汉市汉阳医院,3.11
1110,1110,武汉市中心医院(后湖院区),1.51
1111,1111,武汉市第一医院,0.9
1112,1112,武汉市石化医院,0.43
1113,1113,武汉市武昌医院,2.01
1114,1114,武汉龙阳医院,5.66
1115,1115,武汉龙阳医院,2.81
1116,1116,武汉龙阳医院,2.65
1117,1117,武汉市武昌医院,3.06
1118,1118,湖北省荣军医院,2.36
1119,1119,武汉大学人民医院,2.66
1120,1120,武汉市中心医院(后湖院区),3.26
1121,1121,湖北省中医院,0.39
1122,1122,武汉市第三医院光谷院区,2.18
1123,1123,武汉市中医医院,0.4
1124,1124,华中科技大学同济医院附属梨园医院,2.82
1125,1125,华润武钢总医院,2.53
1126,1126,武汉市中医医院,1.14
1127,1127,武汉大学人民医院（东院）,1.05
1128,1128,武汉龙阳医院,0.53
1129,1129,武汉龙阳医院,3.16
1130,1130,武汉市中医医院,0.67
1131,1131,武汉市第五医院,1.64
1132,1132,武汉市第九医院,0.95
1133,1133,武汉市中心医院(后湖院区),0.97
1134,1134,武汉市第九医院,1.96
1135,1135,武汉市中医医院（汉阳院区）,1.46
1136,1136,武汉市中心医院,0.39
1137,1137,武汉市汉口医院,4.46
1138,1138,武汉大学人民医院,2.99
1139,1139,武汉市第三医院光谷院区,1.36
1140,1140,武汉科技大学附属天佑医院,3.76
1141,1141,武汉市第七医院,1.8
1142,1142,武汉市紫荆医院,1.15
1143,1143,武汉市汉口医院,4.81
1144,1144,武汉市第一医院,0.81
1145,1145,武汉市肺科医院,3.54
1146,1146,武汉大学人民医院,1.23
1147,1147,武汉太康医院,3.59
1148,1148,武汉龙阳医院,2.5
1149,1149,武汉市第五医院,2.75
1150,1150,武汉市第三医院光谷院区,1.24
1151,1151,武汉市第九医院,0.96
1152,1152,武汉市普仁医院,1.46
1153,1153,武汉市第七医院,0.95
1154,1154,武汉市第九医院,0.59
1155,1155,武汉大学人民医院,1.75
1156,1156,武汉市紫荆医院,0.9
1157,1157,武汉市中心医院(后湖院区),2.25
1158,1158,武汉市第三医院光谷院区,0.71
1159,1159,华中科技大学同济医院附属梨园医院,2.46
1160,1160,武警湖北省总队医院,0.46
1161,1161,武汉市中心医院(后湖院区),1.69
1162,1162,华中科技大学同济医院附属梨园医院,2.02
1163,1163,武汉市第八医院,0.74
1164,1164,湖北省中西医结合医院,3.21
1165,1165,武汉科技大学附属天佑医院,3.1
1166,1166,武汉市肺科医院,5.34
1167,1167,武汉亚洲心脏病医院,0.79
1168,1168,武汉市江夏区第一人民医院,0.87
1169,1169,武汉市中心医院(后湖院区),2.53
1170,1170,武汉大学人民医院,8.74
1171,1171,武汉太康医院,2.93
1172,1172,武汉大学人民医院,6.74
1173,1173,湖北省中医院（光谷院区）,2.99
1174,1174,武汉大学人民医院（东院）,8.52
1175,1175,武汉市第九医院,1.12
1176,1176,武汉科技大学附属天佑医院,0.52
1177,1177,武汉市第三医院光谷院区,1.34
1178,1178,武汉市第九医院,0.58
1179,1179,湖北省荣军医院,2.16
1180,1180,武汉市汉口医院,3.53
1181,1181,武汉市第七医院,0.85
1182,1182,武汉大学人民医院,1.73
1183,1183,武汉市汉阳医院,1.3
1184,1184,武汉市第五医院,1.16
1185,1185,武汉市肺科医院,6.35
1186,1186,武汉亚洲心脏病医院,0.62
1187,1187,武汉龙阳医院,3.11
1188,1188,武汉市第六医院,0.54
1189,1189,武汉市肺科医院,6.92
1190,1190,武汉市中心医院(后湖院区),6.58
1191,1191,武汉市中医医院,1.03
1192,1192,武汉科技大学附属天佑医院,2.77
1193,1193,武汉市第七医院,0.35
1194,1194,武汉市中医医院（汉阳院区）,5.1
1195,1195,武汉市汉口医院,4.23
1196,1196,湖北六七二中西医结合骨科医院,1.77
1197,1197,武汉市肺科医院,6.77
1198,1198,武汉市中医医院（汉阳院区）,1.06
1199,1199,武汉市中医医院（汉阳院区）,1.12
1200,1200,武汉市第九医院,2.24
1201,1201,武汉大学人民医院,2.17
1202,1202,武汉市肺科医院,6.82
1203,1203,武汉市中心医院,0.12
1204,1204,武汉市汉口医院,0.73
1205,1205,武汉科技大学附属天佑医院,0.62
1206,1206,湖北省中医院,0.92
1207,1207,武汉市中医医院,0.84
1208,1208,华中科技大学同济医院附属梨园医院,1.72
1209,1209,武汉市肺科医院,4.26
1210,1210,武汉龙阳医院,1.21
1211,1211,武汉太康医院,6.74
1212,1212,武汉市肺科医院,2.88
1213,1213,武汉市汉口医院,3.23
1214,1214,湖北省中医院（光谷院区）,2.41
1215,1215,武汉市紫荆医院,1.45
1216,1216,武汉市汉口医院,3.35
1217,1217,武汉龙阳医院,2.36
1218,1218,武汉市肺科医院,0.81
1219,1219,湖北省妇幼保健院,2.1
1220,1220,武汉科技大学附属天佑医院,1.22
1221,1221,武汉市武昌医院,2.59
1222,1222,武汉大学人民医院,2.66
1223,1223,武汉市汉阳医院,1.48
1224,1224,华润武钢总医院,1.67
1225,1225,武汉市中心医院(后湖院区),1.91
1226,1226,武汉市第六医院,0.28
1227,1227,湖北省荣军医院,4.24
1228,1228,武汉市第九医院,1.6
1229,1229,武汉市武昌医院,2.33
1230,1230,武汉市第九医院,1.11
1231,1231,武汉大学人民医院,4.5
1232,1232,武汉市中心医院(后湖院区),2.18
1233,1233,武汉市汉口医院,4.46
1234,1234,湖北省荣军医院,2.15
1235,1235,长江航运总医院,1.43
1236,1236,武汉太康医院,7.46
1237,1237,武汉市中医医院（汉阳院区）,1.46
1238,1238,湖北省第三人民医院,1.52
1239,1239,武汉市肺科医院,0.11
1240,1240,武汉市汉阳医院,1.18
1241,1241,武汉市中心医院(后湖院区),2.49
1242,1242,武汉市汉口医院,3.57
1243,1243,武汉大学人民医院,1.75
1244,1244,武汉市新洲区人民医院,0.54
1245,1245,武汉市中心医院(后湖院区),7.07
1246,1246,武汉市第六医院,0.43
1247,1247,湖北省中医院,0.88
1248,1248,武汉太康医院,2.56
1249,1249,武汉龙阳医院,6.89
1250,1250,湖北省荣军医院,7.54
1251,1251,武汉市中医医院,0.67
1252,1252,武汉市普仁医院,0.74
1253,1253,华中科技大学同济医院附属梨园医院,2.69
1254,1254,湖北省妇幼保健院,1.22
1255,1255,武汉市第三医院,0.32
1256,1256,武汉市汉口医院,4.79
1257,1257,武汉大学人民医院,4.2
1258,1258,武汉龙阳医院,2.19
1259,1259,武汉市中心医院(后湖院区),2.21
1260,1260,武汉科技大学附属天佑医院,0.19
1261,1261,湖北省中医院,0.09
1262,1262,武汉市汉口医院,3.53
1263,1263,武汉市武昌医院,1.72
1264,1264,武汉市汉口医院,3.25
1265,1265,湖北省中西医结合医院,0.79
1266,1266,武汉市第一医院,1.63
1267,1267,华中科技大学同济医学院附属同济医院（光谷院区）,4.09
1268,1268,武汉龙阳医院,2.59
1269,1269,华中科技大学同济医院附属梨园医院,2.69
1270,1270,武汉市肺科医院,4.2
1271,1271,武汉市第九医院,1.77
1272,1272,武汉市第九医院,1.83
1273,1273,武汉市新洲区人民医院,0.41
1274,1274,武汉龙阳医院,0.62
1275,1275,武汉市中医医院（汉阳院区）,1.02
1276,1276,武汉市中心医院(后湖院区),2.22
1277,1277,华中科技大学同济医院附属梨园医院,2.02
1278,1278,武汉市中医医院,0.54
1279,1279,武汉科技大学附属天佑医院,3.76
1280,1280,华中科技大学同济医学院附属协和医院,1.22
1281,1281,武汉科技大学附属天佑医院,1.39
1282,1282,武汉市肺科医院,5.79
1283,1283,武汉市肺科医院,5.45
1284,1284,武汉龙阳医院,0.74
1285,1285,武汉市第五医院,1.86
1286,1286,武汉市肺科医院,6.77
1287,1287,武汉市中医医院（汉阳院区）,0.98
1288,1288,武汉市第六医院,0.78
1289,1289,华中科技大学同济医学院附属同济医院,1.11
1290,1290,武汉亚洲心脏病医院,0.47
1291,1291,武汉市中心医院(后湖院区),5.54
1292,1292,武汉市第五医院,2.39
1293,1293,武汉市中心医院(后湖院区),3.13
1294,1294,武汉市中心医院(后湖院区),0.76
1295,1295,武汉市第六医院,0.69
1296,1296,长江航运总医院,1.09
1297,1297,武汉市汉口医院,4.01
1298,1298,湖北省中医院,1.39
1299,1299,武汉市武昌医院,2.83
1300,1300,武汉太康医院,6.64
1301,1301,武汉市紫荆医院,0.13
1302,1302,武汉科技大学附属天佑医院,3.83
1303,1303,武汉市第五医院,1.41
1304,1304,湖北省第三人民医院,0.43
1305,1305,华中科技大学同济医学院附属同济医院（光谷院区）,9.28
1306,1306,湖北省荣军医院,1.65
1307,1307,武钢第二职工医院,10.95
1308,1308,武汉市第九医院,0.9
1309,1309,武汉市肺科医院,4.26
1310,1310,武汉市汉口医院,3.76
1311,1311,武汉市第六医院,0.69
1312,1312,华中科技大学同济医学院附属同济医院,1.3
1313,1313,武汉市金银潭医院,6.36
1314,1314,武汉市紫荆医院,1.58
1315,1315,华润武钢总医院,1.45
1316,1316,武汉龙阳医院,2.45
1317,1317,武汉市第七医院,0.57
1318,1318,武汉市第一医院,0.72
1319,1319,武汉市中南医院,2.33
1320,1320,武汉市汉口医院,4.12
1321,1321,湖北省第三人民医院,0.88
1322,1322,武汉市江夏区第一人民医院,12.43
1323,1323,武汉太康医院,7.46
1324,1324,湖北省中西医结合医院,0.79
1325,1325,武汉市汉口医院,4.79
1326,1326,武汉市第九医院,1.77
1327,1327,武汉市第九医院,2.79
1328,1328,华中科技大学同济医学院附属协和医院,1.32
1329,1329,华中科技大学同济医学院附属协和医院,1.72
1330,1330,武汉市第九医院,0.56
1331,1331,武汉太康医院,7.06
1332,1332,武汉市新洲区中医医院,10.32
1333,1333,武汉市第四医院,0.55
1334,1334,华中科技大学同济医学院附属协和医院（西院）,13.46
1335,1335,武汉市第九医院,0.56
1336,1336,武汉市第九医院,2.57
1337,1337,武汉亚洲心脏病医院,1.12
1338,1338,武汉市中医医院（汉阳院区）,2.77
1339,1339,武汉市中心医院(后湖院区),3.26
1340,1340,武汉市肺科医院,1.31
1341,1341,武汉市第六医院,0.47
1342,1342,武汉龙阳医院,2.13
1343,1343,华中科技大学同济医学院附属同济医院（光谷院区）,16.07
1344,1344,武汉市中心医院(后湖院区),3.15
1345,1345,武汉市第七医院,0.39
1346,1346,武汉市第五医院,0.33
1347,1347,武汉亚洲心脏病医院,0.77
1348,1348,武汉亚洲心脏病医院,0.69
1349,1349,武汉市第三医院光谷院区,1.25
1350,1350,中部战区总医院（汉口院区）,0.43
1351,1351,武汉市第九医院,0.52
1352,1352,武汉市红十字会医院,3.46
1353,1353,武汉市汉阳医院,1.3
1354,1354,武汉市第一医院,1.03
1355,1355,武汉太康医院,5.75
1356,1356,武汉科技大学附属天佑医院,2.22
1357,1357,中部战区总医院（汉口院区）,1.95
1358,1358,武汉大学人民医院,8.16
1359,1359,武汉市武昌医院,2.7
1360,1360,武汉市红十字会医院,1.23
1361,1361,武汉市汉阳医院,3.55
1362,1362,武汉龙阳医院,1.21
1363,1363,武汉龙阳医院,1.21
1364,1364,华润武钢总医院,1.66
1365,1365,武汉市第三医院光谷院区,0.98
1366,1366,武汉大学人民医院,0.92
1367,1367,武汉科技大学附属天佑医院,7.88
1368,1368,武汉亚洲心脏病医院,1.01
1369,1369,武汉市中医医院（汉阳院区）,1.12
1370,1370,武汉大学人民医院（东院）,3.77
1371,1371,华润武钢总医院,1.7
1372,1372,武汉市汉口医院,2.57
1373,1373,武汉龙阳医院,3.17
1374,1374,华中科技大学同济医院附属梨园医院,2.07
1375,1375,武汉科技大学附属天佑医院,3.87
1376,1376,武汉龙阳医院,1.21
1377,1377,武汉龙阳医院,3.11
1378,1378,武汉市第八医院,1.14
1379,1379,武汉市中医医院,0.33
1380,1380,湖北省中医院,1.39
1381,1381,武汉市汉阳医院,0.77
1382,1382,武汉市中心医院(后湖院区),1.83
1383,1383,武汉亚洲心脏病医院,0.62
1384,1384,武汉市中心医院(后湖院区),2.58
1385,1385,武汉市新洲区人民医院,19.29
1386,1386,武汉市普仁医院,1.46
1387,1387,武汉市中南医院,2.8
1388,1388,武汉科技大学附属天佑医院,3.65
1389,1389,武汉市江夏区中医医院,12.55
1390,1390,武汉大学人民医院,1.65
1391,1391,武汉市中心医院(后湖院区),0.97
1392,1392,武汉科技大学附属天佑医院,5.6
1393,1393,武汉市石化医院,2.77
1394,1394,武汉市武昌医院,1.72
1395,1395,武汉市汉口医院,3.4
1396,1396,湖北省第三人民医院,0.52
1397,1397,湖北省中西医结合医院,0.79
